ProteinName	ExperiemntName	SpikedInMols	LFAQ	
sp|O76070ups|SYUG_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.82924779349017	
sp|P00167ups|CYB5_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.5300536277092	
sp|P00709ups|LALBA_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.58016515095026	
sp|P00915ups|CAH1_HUMAN_UPS	UPS2_mouse	3.69897000433602	10.9282088810178	
sp|P00918ups|CAH2_HUMAN_UPS	UPS2_mouse	3.69897000433602	11.1109094218601	
sp|P01008ups|ANT3_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.55205222482233	
sp|P01031ups|CO5_HUMAN_UPS	UPS2_mouse	3.69897000433602	9.94060960920012	
sp|P01127ups|PDGFB_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.15643102170538	
sp|P01133ups|EGF_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.2208191207209	
sp|P01344ups|IGF2_HUMAN_UPS	UPS2_mouse	0.698970004336019	9.07851119208862	
sp|P02144ups|MYG_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.4282093307149	
sp|P02753ups|RETBP_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.41476617350315	
sp|P02768ups|ALBU_HUMAN_UPS	UPS2_mouse	3.69897000433602	11.2140990832991	
sp|P04040ups|CATA_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.4003238112771	
sp|P06732ups|KCRM_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.51666755909904	
sp|P08263ups|GSTA1_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.70628754096622	
sp|P10599ups|THIO_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.74605942928807	
sp|P12081ups|SYHC_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.54012291677387	
sp|P15559ups|NQO1_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.4441494514018	
sp|P16083ups|NQO2_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.61945126723635	
sp|Q15843ups|NEDD8_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.51644943193376	
sp|P41159ups|LEP_HUMAN_UPS	UPS2_mouse	3.69897000433602	11.1212347402694	
sp|P55957ups|BID_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.3934997435316	
sp|P61626ups|LYSC_HUMAN_UPS	UPS2_mouse	1.69897000433602	9.85521316405648	
sp|P61769ups|B2MG_HUMAN_UPS	UPS2_mouse	0.698970004336019	8.6074560955454	
sp|P62937ups|PPIA_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.5597175521271	
sp|P62988ups|UBIQ_HUMAN_UPS	UPS2_mouse	3.69897000433602	10.8218507453521	
sp|P63165ups|SUMO1_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.3687218914182	
sp|P68871ups|HBB_HUMAN_UPS	UPS2_mouse	3.69897000433602	10.8929945522597	
sp|P69905ups|HBA_HUMAN_UPS	UPS2_mouse	3.69897000433602	11.1019119645952	
sp|Q06830ups|PRDX1_HUMAN_UPS	UPS2_mouse	2.69897000433602	10.4887565345875	
