ProteinName	ExperiemntName	SpikedInMols	LFAQ	
sp|O76070ups|SYUG_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.46626838470863	
sp|P00167ups|CYB5_HUMAN_UPS	UPS2_yeast	2.69897000433602	10.4144201054532	
sp|P00709ups|LALBA_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.39560418277034	
sp|P00915ups|CAH1_HUMAN_UPS	UPS2_yeast	3.69897000433602	10.6331855670595	
sp|P00918ups|CAH2_HUMAN_UPS	UPS2_yeast	3.69897000433602	10.622104139818	
sp|P01008ups|ANT3_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.32071527536242	
sp|P01031ups|CO5_HUMAN_UPS	UPS2_yeast	3.69897000433602	9.87199709943011	
sp|P01127ups|PDGFB_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.22821294535633	
sp|P01133ups|EGF_HUMAN_UPS	UPS2_yeast	2.69897000433602	9.89238403587807	
sp|P01344ups|IGF2_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.60386615260143	
sp|P02144ups|MYG_HUMAN_UPS	UPS2_yeast	2.69897000433602	10.1651255690882	
sp|P02753ups|RETBP_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.30648292962156	
sp|P02768ups|ALBU_HUMAN_UPS	UPS2_yeast	3.69897000433602	10.9585538499002	
sp|P02787ups|TRFE_HUMAN_UPS	UPS2_yeast	-0.301029995663981	7.58827170684233	
sp|P04040ups|CATA_HUMAN_UPS	UPS2_yeast	2.69897000433602	9.99719191325294	
sp|P06732ups|KCRM_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.39937428383282	
sp|P08263ups|GSTA1_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.09500188030969	
sp|P10599ups|THIO_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.51036669840217	
sp|P12081ups|SYHC_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.47432409562679	
sp|P15559ups|NQO1_HUMAN_UPS	UPS2_yeast	2.69897000433602	10.2741948089235	
sp|P16083ups|NQO2_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.31118785029713	
sp|P41159ups|LEP_HUMAN_UPS	UPS2_yeast	3.69897000433602	11.0179927377664	
sp|P55957ups|BID_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.44126769896802	
sp|P61626ups|LYSC_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.2347981174456	
sp|P61769ups|B2MG_HUMAN_UPS	UPS2_yeast	0.698970004336019	8.56166774463094	
sp|P62937ups|PPIA_HUMAN_UPS	UPS2_yeast	2.69897000433602	10.3176330032572	
sp|P62988ups|UBIQ_HUMAN_UPS	UPS2_yeast	3.69897000433602	10.8550124861896	
sp|P63165ups|SUMO1_HUMAN_UPS	UPS2_yeast	2.69897000433602	10.0965972083579	
sp|P63279ups|UBC9_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.6917152232964	
sp|P68871ups|HBB_HUMAN_UPS	UPS2_yeast	3.69897000433602	10.5240623206664	
sp|P69905ups|HBA_HUMAN_UPS	UPS2_yeast	3.69897000433602	10.8072521710331	
sp|Q06830ups|PRDX1_HUMAN_UPS	UPS2_yeast	2.69897000433602	10.1422329917947	
sp|Q15843ups|NEDD8_HUMAN_UPS	UPS2_yeast	1.69897000433602	9.10902815944049	
